"intersection","camera_id","address","violation_date","violations","x_coordinate","y_coordinate","latitude","longitude","location"
"WESTERN AND 63RD","2373","2400 W 63RD ST","2024-11-27T00:00:00.000","2","1161444.4157585842","1862848.5347036584","41.7793318443","-87.6836757608","
,  
(41.77933184429814, -87.68367576084798)"
"WESTERN AND 79TH","2481","7900 S WESTERN AVE","2024-11-27T00:00:00.000","6","1161711.5164040276","1852181.6856861177","41.7500549336","-87.6829922029","
,  
(41.750054933649984, -87.68299220290213)"
"WESTERN AND 79TH","2484","2400 W 79TH ST","2024-11-27T00:00:00.000","1","1161758.68085177","1852242.2555134539","41.750220168","-87.6828176925","
,  
(41.75022016799851, -87.68281769253687)"
"WESTERN AND ADDISON","1562","3600 N WESTERN AVENUE","2024-11-27T00:00:00.000","2","1159695.5733427284","1923871.0862835557","41.9468199199","-87.6884066621","
,  
(41.94681991986288, -87.68840666206194)"
"WESTERN AND ADDISON","1563","2400 W ADDISON","2024-11-27T00:00:00.000","1","1159719.041544334","1923878.577275797","41.946839991","-87.6883201925","
,  
(41.9468399910054, -87.68832019252964)"
"WESTERN AND CERMAK","1003","2400 W CERMAK ROAD","2024-11-27T00:00:00.000","4","1160678.0006073287","1889375.6453359243","41.8521413068","-87.6857526416","
,  
(41.85214130680468, -87.6857526415569)"
"WESTERN AND CERMAK","1002","2200 S WESTERN AVENUE","2024-11-27T00:00:00.000","7","1160669.4256275697","1889318.1968203934","41.8519838396","-87.6857857042","
,  
(41.85198383957328, -87.68578570420526)"
"WESTERN AND CHICAGO","1941","800 N WESTERN AVE","2024-11-27T00:00:00.000","1","1160220.9679786083","1905277.5071159208","41.8957869549","-87.6869905861","
,  
(41.89578695485361, -87.68699058611217)"
"WESTERN AND CHICAGO","1943","2400 W CHICAGO AVE","2024-11-27T00:00:00.000","4","1160226.6868129438","1905300.9045444743","41.8958510411","-87.6869689347","
,  
(41.895851041123755, -87.68696893468467)"
"WESTERN AND DEVON","1212","6400 N WESTERN AVENUE","2024-11-27T00:00:00.000","3","1159113.5857594344","1942451.6223678906","41.997817807","-87.6900330347","
,  
(41.997817807026, -87.69003303469276)"
"WESTERN AND FOSTER","1074","2400 W FOSTER AVE","2024-11-27T00:00:00.000","2","1159379.4028468872","1934502.7124861316","41.9760001898","-87.6892750839","
,  
(41.97600018976586, -87.68927508385399)"
"WESTERN AND FOSTER","1072","5200 N WESTERN AVE","2024-11-27T00:00:00.000","2","1159372.9224971156","1934478.313674003","41.975933372","-87.6892995892","
,  
(41.97593337199358, -87.6892995891816)"
"WESTERN AND FULLERTON","1671","2400 N WESTERN AVENUE","2024-11-27T00:00:00.000","8","1159923.309342995","1915897.778561358","41.9249359441","-87.6877902547","
,  
(41.92493594409127, -87.68779025471278)"
"WESTERN AND MARQUETTE","2674","2400 W MARQUETTE ROAD","2024-11-27T00:00:00.000","5","1161509.8893152305","1860208.627404126","41.7720862141","-87.6835088578","
,  
(41.772086214104526, -87.68350885781568)"
"WESTERN AND NORTH","1851","1600 N WESTERN AVE","2024-11-27T00:00:00.000","8","1160077.4743511314","1910605.0133161335","41.9104090236","-87.6873702684","
,  
(41.91040902362901, -87.687370268401)"
"WESTERN AND TOUHY","1251","7200 N WESTERN AVENUE","2024-11-27T00:00:00.000","11","1158975.66256211","1947754.2869633613","42.0123713348","-87.6903939174","
,  
(42.012371334791766, -87.69039391737863)"
"111TH AND HALSTED","2422","11100 S HALSTED ST","2024-11-26T00:00:00.000","6","1172923.657689312","1831209.044179248","41.6922631234","-87.6425226876","
,  
(41.692263123425136, -87.6425226876268)"
"119TH AND HALSTED","2404","800 W 119TH STREET","2024-11-26T00:00:00.000","5","1173111.1740881582","1825985.0010144047","41.6779233891","-87.6419896458","
,  
(41.677923389134385, -87.64198964584013)"
"119TH AND HALSTED","2402","11900 S HALSTED","2024-11-26T00:00:00.000","5","1173094.7746161914","1825911.054609338","41.6777208292","-87.642051845","
,  
(41.67772082924762, -87.64205184498218)"
"31ST ST AND MARTIN LUTHER KING DRIVE","2121","3100 S DR MARTIN L KING","2024-11-26T00:00:00.000","14",,,,,
"31ST ST AND MARTIN LUTHER KING DRIVE","2123","400 E 31ST STREET","2024-11-26T00:00:00.000","3","1179437.9853964169","1884565.8422602203","41.8385340181","-87.6170461135","
,  
(41.838534018118914, -87.61704611345726)"
"35TH AND WESTERN","2092","3500 S WESTERN","2024-11-26T00:00:00.000","3","1160894.9498571008","1881376.8511128952","41.8301872553","-87.6851779251","
,  
(41.83018725526863, -87.68517792510231)"
"35TH AND WESTERN","2091","3500 S WESTERN","2024-11-26T00:00:00.000","7","1160894.9498571008","1881376.8511128952","41.8301872553","-87.6851779251","
,  
(41.83018725526863, -87.68517792510231)"
"4700 WESTERN","2142","4700 S WESTERN AVENUE","2024-11-26T00:00:00.000","7","1161120.4388797027","1873431.0664747257","41.8083784079","-87.6845707169","
,  
(41.808378407946726, -87.68457071689552)"
"4700 WESTERN","2141","4700 S WESTERN AVENUE","2024-11-26T00:00:00.000","1","1161120.4388797027","1873431.0664747257","41.8083784079","-87.6845707169","
,  
(41.808378407946726, -87.68457071689552)"
"55TH AND KEDZIE","2162","5500 S KEDZIE AVENUE","2024-11-26T00:00:00.000","2","1155945.8547052378","1867941.6213741922","41.7934202368","-87.7036975085","
,  
(41.793420236755864, -87.70369750845424)"
"55TH and PULASKI","2244","4000 W 55TH ST","2024-11-26T00:00:00.000","4","1150621.676903861","1867864.2748653945","41.7933133336","-87.7232230381","
,  
(41.79331333358753, -87.72322303812588)"
"55TH and PULASKI","2242","5500 S PULASKI","2024-11-26T00:00:00.000","2","1150600.0726494389","1867806.4451271796","41.7931550607","-87.7233037646","
,  
(41.793155060731024, -87.72330376464247)"
"55TH AND WESTERN","2213","2400 W 55TH STREET","2024-11-26T00:00:00.000","1","1161277.0127305994","1868185.749490228","41.7939813466","-87.6841417413","
,  
(41.7939813465735, -87.68414174128355)"
"55TH AND WESTERN","2212","5500 S WESTERN AVE","2024-11-26T00:00:00.000","3","1161269.5213352623","1867963.1116012512","41.7933705543","-87.6841753768","
,  
(41.79337055433029, -87.6841753767592)"
"63RD AND STATE","2712","6300 S STATE ST","2024-11-26T00:00:00.000","9","1177303.8018950843","1863220.2167559231","41.7800082774","-87.6255225119","
,  
(41.78000827740796, -87.6255225119157)"
"63RD AND STATE","2714","1 E 63RD ST","2024-11-26T00:00:00.000","9","1177367.518733101","1863199.1776855902","41.7799491046","-87.6252895533","
,  
(41.779949104569106, -87.62528955333775)"
"71ST AND ASHLAND","2391","7100 S ASHLAND","2024-11-26T00:00:00.000","3","1166868.379865725","1857616.1680872552","41.7648593824","-87.6639401763","
,  
(41.764859382425385, -87.66394017630476)"
"71ST AND ASHLAND","2394","1600 W 71ST","2024-11-26T00:00:00.000","7","1166890.0123331489","1857674.2502247","41.7650183056","-87.6638592301","
,  
(41.76501830555763, -87.66385923012646)"
"75TH AND STATE","2621","7500 S STATE STREET","2024-11-26T00:00:00.000","11","1177538.7630406125","1855235.5513455186","41.7580921764","-87.6249022282","
,  
(41.75809217638291, -87.6249022282473)"
"75TH AND STATE","2624","1 E 75TH STREET","2024-11-26T00:00:00.000","13","1177601.7264640396","1855229.4866041814","41.758074111","-87.6246716584","
,  
(41.75807411097799, -87.62467165835182)"
"79TH AND HALSTED","2541","7900 S HALSTED STREET","2024-11-26T00:00:00.000","5","1172298.7074008468","1852444.344822186","41.7505495594","-87.6441883678","
,  
(41.750549559438944, -87.64418836784098)"
"79TH AND HALSTED","2543","800 W 79TH STREET","2024-11-26T00:00:00.000","3","1172320.1057194113","1852517.9814434","41.7507511575","-87.644107793","
,  
(41.75075115747316, -87.64410779300933)"
"87TH AND VINCENNES","2413","848 W 87TH STREET","2024-11-26T00:00:00.000","12","1172002.5310067595","1847197.3261683672","41.7361575463","-87.6454274005","
,  
(41.73615754630335, -87.64542740049411)"
"87TH AND VINCENNES","2412","8700 S VINCENNES","2024-11-26T00:00:00.000","5","1172026.3289895349","1847142.4966437758","41.7360065646","-87.645341819","
,  
(41.73600656458518, -87.64534181897955)"
"99TH AND HALSTED","2433","800 W 99TH ST","2024-11-26T00:00:00.000","19","1172710.6425656837","1839246.3306021434","41.714323337","-87.6430667142","
,  
(41.71432333701137, -87.64306671421937)"
"99TH AND HALSTED","2431","9900 S HALSTED ST","2024-11-26T00:00:00.000","17","1172689.7542003177","1839171.6521972162","41.7141188681","-87.6431454082","
,  
(41.714118868089905, -87.64314540818165)"
"ADDISON AND HARLEM","1593","7200 W ADDISON","2024-11-26T00:00:00.000","1","1127417.4884470995","1923123.4077109655","41.9453733581","-87.8070703256","
,  
(41.94537335809189, -87.80707032561135)"
"ADDISON AND HARLEM","1591","3600 N HARLEM AVENUE","2024-11-26T00:00:00.000","6","1127394.594070737","1923110.532422811","41.9453384125","-87.8071547691","
,  
(41.94533841246591, -87.80715476912044)"
"ARCHER AND CICERO","2084","5400 S ARCHER AVE","2024-11-26T00:00:00.000","2","1145209.4263920535","1869810.657411975","41.7987582078","-87.7430205415","
,  
(41.798758207843264, -87.74302054146467)"
"ARCHER AND CICERO","2081","5200 S CICERO AVE","2024-11-26T00:00:00.000","19","1145195.931989777","1869737.7083066234","41.7985582782","-87.7430718662","
,  
(41.798558278193305, -87.74307186616427)"
"ASHLAND AND 87TH","2452","8700 S ASHLAND AVE","2024-11-26T00:00:00.000","1","1167150.470087748","1846991.212339794","41.7356969886","-87.6632095445","
,  
(41.73569698863625, -87.66320954445679)"
"ASHLAND AND 87TH","2454","1600 W 87TH ST","2024-11-26T00:00:00.000","11","1167171.9412974361","1847064.8553451514","41.7358986171","-87.6631287809","
,  
(41.735898617066006, -87.66312878090133)"
"ASHLAND AND 95TH","2473","1600 W 95TH STREET","2024-11-26T00:00:00.000","2","1167323.7533941956","1841755.0292213822","41.721324412","-87.6627241527","
,  
(41.721324411975246, -87.66272415265087)"
"ASHLAND AND 95TH","2472","9500 S ASHLAND AVENUE","2024-11-26T00:00:00.000","7","1167295.8301287107","1841695.1212179165","41.7211606121","-87.6628281394","
,  
(41.72116061205213, -87.66282813939165)"
"ASHLAND AND DIVISION","1793","1600 W DIVISION STREET","2024-11-26T00:00:00.000","4","1165489.6842004424","1908112.3129639095","41.9034553165","-87.667558994","
,  
(41.903455316483814, -87.66755899396976)"
"ASHLAND AND FULLERTON","1651","2400 N ASHLAND AVENUE","2024-11-26T00:00:00.000","6","1165228.0733428376","1916032.319169157","41.9251938898","-87.6682943634","
,  
(41.92519388981048, -87.66829436339881)"
"ASHLAND AND FULLERTON","1652","2400 N ASHLAND AVENUE","2024-11-26T00:00:00.000","5","1165228.0733428376","1916032.319169157","41.9251938898","-87.6682943634","
,  
(41.92519388981048, -87.66829436339881)"
"ASHLAND AND IRVING PARK","1151","4000 N ASHLAND AVENUE","2024-11-26T00:00:00.000","4","1164899.4638025814","1926665.6611189249","41.9543793262","-87.6691991198","
,  
(41.954379326212695, -87.66919911980419)"
"ASHLAND AND IRVING PARK","1153","1600 W IRVING PARK ROA","2024-11-26T00:00:00.000","5",,,,,
"ASHLAND AND LAWRENCE","1142","4800 N ASHLAND AVENUE","2024-11-26T00:00:00.000","5","1164751.6867851454","1932001.2066263915","41.9690234296","-87.6695904335","
,  
(41.969023429614026, -87.66959043354217)"
"ASHLAND AND LAWRENCE","1143","1600 W LAWRENCE AVENUE","2024-11-26T00:00:00.000","2","1164771.9469290066","1931988.2540613122","41.9689874565","-87.6695163065","
,  
(41.96898745654617, -87.66951630654926)"
"ASHLAND AND MADISON","1911","0 N ASHLAND AVE","2024-11-26T00:00:00.000","1","1165717.2745430297","1900112.6239869087","41.8814987292","-87.6669512219","
,  
(41.88149872915566, -87.66695122185307)"
"ASHLAND AND MADISON","1914","1600 W MADISON","2024-11-26T00:00:00.000","1","1165723.0147331816","1900136.5154895056","41.881564167","-87.6669294629","
,  
(41.8815641670199, -87.66692946294842)"
"AUSTIN AND ADDISON","1491","3600 N AUSTIN AVENUE","2024-11-26T00:00:00.000","4","1135691.599896458","1923335.9673061692","41.9458132147","-87.7766521616","
,  
(41.9458132146695, -87.77665216156436)"
"AUSTIN AND ADDISON","1493","6000 W ADDISON STREET","2024-11-26T00:00:00.000","2","1135698.1731544223","1923360.2295278055","41.9458796756","-87.7766274209","
,  
(41.94587967559099, -87.77662742093737)"
"AUSTIN AND IRVING PARK","1163","6000 W IRVING PARK ROAD","2024-11-26T00:00:00.000","3","1135622.4026360235","1926014.1920636457","41.9531637719","-87.7768425928","
,  
(41.95316377185154, -87.77684259284736)"
"BELMONT AND KEDZIE","1372","3200 N KEDZIE AVE","2024-11-26T00:00:00.000","13","1154426.977874407","1921110.4665495425","41.9393517303","-87.7078465936","
,  
(41.93935173030961, -87.70784659359776)"
"BELMONT AND KEDZIE","1373","3200 W BELMONT","2024-11-26T00:00:00.000","2","1154461.587940363","1921143.0910035155","41.9394405612","-87.7077185163","
,  
(41.93944056117365, -87.70771851630873)"
"BROADWAY/SHERIDAN AND DEVON","1123","1200 W DEVON AVE","2024-11-26T00:00:00.000","1","1167109.6442481664","1942688.1479521864","41.9982982277","-87.6606116606","
,  
(41.99829822771884, -87.66061166063517)"
"BROADWAY/SHERIDAN AND DEVON","1122","6400 N SHERIDAN ROAD","2024-11-26T00:00:00.000","17","1167087.1511941294","1942658.7049886892","41.9982179205","-87.6606952556","
,  
(41.99821792053241, -87.6606952555721)"
"CALIFORNIA AND DEVON","1323","2800 W DEVON AVENUE","2024-11-26T00:00:00.000","7","1156484.5280780385","1942377.980662191","41.9976695229","-87.6997064232","
,  
(41.99766952286052, -87.69970642324591)"
"CALIFORNIA AND DIVERSEY","1514","2800 W DIVERSEY","2024-11-26T00:00:00.000","13","1157212.5425335797","1918526.674434943","41.9322053951","-87.6976792439","
,  
(41.93220539506452, -87.6976792438691)"
"CALIFORNIA AND DIVERSEY","1511","2800 N CALIFORNIA AVE","2024-11-26T00:00:00.000","16","1157189.3550498285","1918495.6447540694","41.9321207191","-87.6977653004","
,  
(41.93212071910647, -87.69776530036465)"
"CALIFORNIA AND PETERSON","1313","2800 W PETERSON AVENUE","2024-11-26T00:00:00.000","1","1156569.5153418574","1939784.830544118","41.9905520817","-87.6994643962","
,  
(41.990552081681564, -87.69946439622785)"
"CALIFORNIA AND PETERSON","1311","6000 N CALIFORNIA AVE","2024-11-26T00:00:00.000","1","1156545.7426991179","1939775.7755417952","41.9905277171","-87.6995520841","
,  
(41.990527717148176, -87.69955208405155)"
"CANAL AND ROOSEVELT","2294","500 W ROOSEVELT ROAD","2024-11-26T00:00:00.000","7","1173290.7218656102","1895021.166235495","41.8673626926","-87.6392931946","
,  
(41.867362692616666, -87.63929319464197)"
"CENTRAL AND ADDISON","1682","3600 N CENTRAL AVENUE","2024-11-26T00:00:00.000","1","1138343.1174356816","1923392.067464765","41.9459194906","-87.7669045943","
,  
(41.945919490555106, -87.76690459426293)"
"CENTRAL AND BELMONT","1604","5600 W BELMONT AVENUE","2024-11-26T00:00:00.000","3","1138453.617438343","1920755.9727684117","41.9386837748","-87.7665624938","
,  
(41.93868377475747, -87.76656249384537)"
"CENTRAL AND CHICAGO","1972","800 N CENTRAL AVENUE","2024-11-26T00:00:00.000","5","1138836.5626085522","1904801.732832435","41.8948965794","-87.7655432585","
,  
(41.89489657939746, -87.76554325845893)"
"CENTRAL AND DIVERSEY","1642","2800 N CENTRAL AVENUE","2024-11-26T00:00:00.000","1","1138516.4073773753","1918089.4992279871","41.9313655524","-87.7663965288","
,  
(41.93136555236339, -87.76639652879172)"
"CENTRAL AND DIVERSEY","1644","5600 W DIVERSEY AVENUE","2024-11-26T00:00:00.000","1","1138539.7585283977","1918097.096677271","41.9313859768","-87.7663105316","
,  
(41.93138597683265, -87.76631053155157)"
"CENTRAL AND FULLERTON","1442","2400 N CENTRAL AVENUE","2024-11-26T00:00:00.000","3","1138603.4684186617","1915431.058212414","41.9240689223","-87.7661412141","
,  
(41.92406892227644, -87.76614121413186)"
"CENTRAL AND FULLERTON","1444","5600 W FULLERTON AVENU","2024-11-26T00:00:00.000","1","1138627.279189421","1915438.969256439","41.9240901988","-87.7660535302","
,  
(41.92409019883488, -87.76605353016079)"
"CENTRAL AND IRVING PARK","1183","5600 W IRVING PARK ROAD","2024-11-26T00:00:00.000","1","1138281.5354849864","1926078.6477776328","41.9532928473","-87.7670657078","
,  
(41.953292847298, -87.76706570775266)"
"CENTRAL AND LAKE","1743","5600 W LAKE STREET","2024-11-26T00:00:00.000","4","1138951.4956950317","1902230.510465733","41.8878387353","-87.7651836634","
,  
(41.887838735330206, -87.76518366338465)"
"CENTRAL AND LAKE","1742","400 N CENTRAL AVENUE","2024-11-26T00:00:00.000","13","1138928.478257537","1902217.9261498544","41.8878046205","-87.7652684981","
,  
(41.88780462053497, -87.76526849810371)"
"CHICAGO AND CLARK","1963","100 W CHICAGO AVENUE","2024-11-26T00:00:00.000","6","1175374.528739575","1905745.4778336398","41.8967443469","-87.6313212482","
,  
(41.896744346875806, -87.63132124815151)"
"CHICAGO AND CLARK","1964","100 W CHICAGO AVENUE","2024-11-26T00:00:00.000","6","1175374.528739575","1905745.4778336398","41.8967443469","-87.6313212482","
,  
(41.896744346875806, -87.63132124815151)"
"CICERO AND 47TH","2204","4800 W 47TH ST","2024-11-26T00:00:00.000","7","1145130.0489257441","1873078.4419830202","41.8077270168","-87.7432293657","
,  
(41.80772701677172, -87.74322936566276)"
"CICERO AND 47TH","2202","4700 S CICERO AVE","2024-11-26T00:00:00.000","1","1145112.150373471","1873006.659918126","41.8075303729","-87.7432968212","
,  
(41.80753037289406, -87.7432968212423)"
"CICERO AND ADDISON","1612","3600 N CICERO AVENUE","2024-11-26T00:00:00.000","4","1143698.9046014948","1923517.0058210352","41.9461635236","-87.747215169","
,  
(41.94616352362556, -87.74721516897007)"
"CICERO AND ADDISON","1611","3600 N CICERO AVENUE","2024-11-26T00:00:00.000","5","1143698.9046014948","1923517.0058210352","41.9461635236","-87.747215169","
,  
(41.94616352362556, -87.74721516897007)"
"CICERO AND ARMITAGE","2001","2000 N CICERO AVENUE","2024-11-26T00:00:00.000","1","1144031.5257190045","1912881.8300294997","41.9169733245","-87.7462602225","
,  
(41.91697332451097, -87.74626022251057)"
"CICERO AND CHICAGO","1781","800 N CICERO AVENUE","2024-11-26T00:00:00.000","9","1144169.1624821268","1904893.1892203724","41.895049038","-87.7459555163","
,  
(41.89504903796389, -87.74595551626888)"
"CICERO AND CHICAGO","1783","4800 W CHICAGO AVENUE","2024-11-26T00:00:00.000","2","1144175.2911527639","1904916.2552252791","41.8951122186","-87.745932427","
,  
(41.89511221857764, -87.74593242701515)"
"CICERO AND DIVERSEY","1691","2800 N CICERO AVENUE","2024-11-26T00:00:00.000","6","1143863.6475748355","1918202.0184634144","41.9315756084","-87.7467433011","
,  
(41.93157560844622, -87.74674330113561)"
"CICERO AND FULLERTON","1474","4800 W FULLERTON AVE","2024-11-26T00:00:00.000","4","1143967.5707942427","1915568.504954477","41.924347036","-87.7464276397","
,  
(41.924347036010694, -87.74642763965628)"
"CICERO AND FULLERTON","1472","2400 N CICERO AVE","2024-11-26T00:00:00.000","2","1143961.5921895688","1915545.3430940874","41.9242835898","-87.7464501903","
,  
(41.92428358982701, -87.74645019028947)"
"CICERO AND HARRISON","2022","600 S CICERO AVENUE","2024-11-26T00:00:00.000","2","1144444.97442848","1896894.6222168717","41.8730948325","-87.7451438688","
,  
(41.873094832519136, -87.74514386884542)"
"CICERO AND HARRISON","2023","4800 W HARRISON STREET","2024-11-26T00:00:00.000","3","1144451.8673883027","1896949.561959463","41.8732454644","-87.7451171789","
,  
(41.873245464379586, -87.7451171788807)"
"CICERO AND I55","2252","4200 S CICERO AVENUE","2024-11-26T00:00:00.000","1","1145023.7428595088","1876358.2768355191","41.8167293867","-87.7435367125","
,  
(41.81672938674739, -87.74353671247594)"
"CICERO AND I55","2251","4200 S CICERO AVENUE","2024-11-26T00:00:00.000","32","1145023.7428595088","1876358.2768355191","41.8167293867","-87.7435367125","
,  
(41.81672938674739, -87.74353671247594)"
"CICERO AND NORTH","2033","4800 W NORTH AVENUE","2024-11-26T00:00:00.000","3","1144053.7337471629","1910243.8056704097","41.9097338901","-87.746244973","
,  
(41.909733890131285, -87.74624497295898)"
"CICERO AND NORTH","2034","4800 W NORTH AVENUE","2024-11-26T00:00:00.000","3","1144053.7337471629","1910243.8056704097","41.9097338901","-87.746244973","
,  
(41.909733890131285, -87.74624497295898)"
"CICERO AND PETERSON","1202","6000 N CICERO AVENUE","2024-11-26T00:00:00.000","2","1143247.733553094","1939479.3429057037","41.9899739151","-87.7484730243","
,  
(41.98997391514614, -87.74847302426933)"
"CICERO AND PETERSON","1204","4800 W PETERSON AVENUE","2024-11-26T00:00:00.000","1","1143273.7668290164","1939491.944645127","41.9900080073","-87.7483769512","
,  
(41.99000800729908, -87.74837695118997)"
"CICERO AND WASHINGTON","1891","100 N CICERO AVENUE","2024-11-26T00:00:00.000","34","1144328.9840914793","1900095.1708384587","41.8818797099","-87.7454892473","
,  
(41.88187970991601, -87.7454892473012)"
"CLARK AND FULLERTON","1632","2400 N CLARK ST","2024-11-26T00:00:00.000","2","1172749.5622094767","1916238.9971328594","41.925597623","-87.6406509731","
,  
(41.925597623023144, -87.64065097309872)"
"CLARK AND IRVING PARK","1091","4000 N CLARK STREET","2024-11-26T00:00:00.000","4","1166736.149822904","1926699.3236247094","41.9544324414","-87.6624462591","
,  
(41.95443244141688, -87.66244625914061)"
"CLARK AND IRVING PARK","1093","1300 W IRVING PARK ROAD","2024-11-26T00:00:00.000","7","1166777.545456989","1926719.7368735704","41.9544875669","-87.6622934959","
,  
(41.95448756687966, -87.66229349585691)"
"COLUMBUS AND ILLINOIS","1952","500 N COLUMBUS DRIVE","2024-11-26T00:00:00.000","2","1178372.8084072922","1903693.0601604197","41.8910445691","-87.6203718391","
,  
(41.891044569124276, -87.620371839074)"
"COLUMBUS AND ILLINOIS","1951","500 N COLUMBUS DRIVE","2024-11-26T00:00:00.000","11","1178372.8084072922","1903693.0601604197","41.8910445691","-87.6203718391","
,  
(41.891044569124276, -87.620371839074)"
"CORTLAND AND ASHLAND","1723","1600 W CORTLAND ST","2024-11-26T00:00:00.000","4","1165377.660768235","1912768.773647285","41.9162353375","-87.6678377721","
,  
(41.91623533746878, -87.66783777212962)"
"CORTLAND AND ASHLAND","1721","1900 N ASHLAND AVE","2024-11-26T00:00:00.000","15","1165348.0848548568","1912736.454335569","41.916147281","-87.6679473535","
,  
(41.91614728095272, -87.66794735350443)"
"COTTAGE GROVE AND 71ST","2572","7100 S COTTAGE GROVE","2024-11-26T00:00:00.000","8","1182746.2369869903","1858088.0110645383","41.7658003513","-87.605729127","
,  
(41.76580035131893, -87.6057291269901)"
"DAMEN AND 63RD","2702","6300 S DAMEN AVENUE","2024-11-26T00:00:00.000","6","1164069.4079432979","1862830.2774428343","41.7792269207","-87.6740527314","
,  
(41.77922692069256, -87.67405273137854)"
"DAMEN AND 63RD","2701","6300 S DAMEN AVENUE","2024-11-26T00:00:00.000","2","1164069.4079432979","1862830.2774428343","41.7792269207","-87.6740527314","
,  
(41.77922692069256, -87.67405273137854)"
"DAMEN AND DIVERSEY","1462","2800 N DAMEN AVENUE","2024-11-26T00:00:00.000","4","1162490.04851994","1918611.623717091","41.9323294941","-87.6782827193","
,  
(41.9323294940985, -87.67828271931386)"
"DAMEN AND DIVERSEY","1464","2000 W DIVERSEY PARKWAY","2024-11-26T00:00:00.000","4","1162519.714934025","1918635.4176349246","41.932394164","-87.6781730309","
,  
(41.93239416403691, -87.67817303087757)"
"DAMEN AND ELSTON","3072","2426 N DAMEN AVE","2024-11-26T00:00:00.000","7","1162561.1617221304","1916207.7830178165","41.9257317137","-87.6780888962","
,  
(41.925731713685686, -87.67808889622799)"
"DAMEN AND FULLERTON","1663","2000 W FULLERTON AVE","2024-11-26T00:00:00.000","9","1162596.9355528913","1915990.5797478906","41.9251349437","-87.6779635455","
,  
(41.92513494374925, -87.67796354553815)"
"DIVERSEY AND AUSTIN","1454","6000 W DIVERSEY AVENUE","2024-11-26T00:00:00.000","4","1135895.7361693433","1918029.7067383698","41.9312486236","-87.7760286117","
,  
(41.931248623643455, -87.77602861172493)"
"DIVERSEY AND AUSTIN","1453","6000 W DIVERSEY AVENUE","2024-11-26T00:00:00.000","3","1135895.7361693433","1918029.7067383698","41.9312486236","-87.7760286117","
,  
(41.931248623643455, -87.77602861172493)"
"DIVERSEY AND WESTERN","1431","2800 N WESTERN AVENUE","2024-11-26T00:00:00.000","1","1159837.205417355","1918550.5061893093","41.9322169879","-87.6880332809","
,  
(41.93221698794738, -87.68803328089533)"
"DIVERSEY AND WESTERN","1434","2400 W DIVERSEY AVENUE","2024-11-26T00:00:00.000","2","1159859.648423836","1918576.255784305","41.932287183","-87.6879500934","
,  
(41.93228718299094, -87.6879500934122)"
"DIVISION AND DAMEN","1733","2000 W DIVISION","2024-11-26T00:00:00.000","8","1162815.7108601944","1908034.6725555311","41.9032987927","-87.6773832474","
,  
(41.903298792681944, -87.67738324739636)"
"DIVISION AND DAMEN","1734","2000 W DIVISION","2024-11-26T00:00:00.000","4","1162815.7108601944","1908034.6725555311","41.9032987927","-87.6773832474","
,  
(41.903298792681944, -87.67738324739636)"
"ELSTON AND ADDISON","1403","3216 W ADDISON ST","2024-11-26T00:00:00.000","10","1154199.7298168682","1923799.3453866653","41.9467347549","-87.7086097736","
,  
(41.946734754927796, -87.7086097735515)"
"ELSTON AND IRVING PARK","1503","3700 W IRVING PARK ROA","2024-11-26T00:00:00.000","7",,,,,
"ELSTON AND IRVING PARK","1502","4000 N ELSTON AVENUE","2024-11-26T00:00:00.000","2","1151273.9748281979","1926311.8494698424","41.9536872656","-87.7192978815","
,  
(41.95368726563273, -87.71929788151473)"
"ELSTON AND LAWRENCE","1282","4800 N ELSTON AVENUE","2024-11-26T00:00:00.000","3","1145529.3442599177","1931501.6012689827","41.9680393614","-87.7402838945","
,  
(41.96803936143674, -87.74028389448999)"
"ELSTON AND LAWRENCE","1284","4440 W LAWRENCE AVENUE","2024-11-26T00:00:00.000","11","1145715.061027481","1931571.0474838","41.9682263975","-87.7395992507","
,  
(41.96822639754791, -87.73959925065756)"
"FOSTER AND BROADWAY","1111","5200 N BROADWAY ST","2024-11-26T00:00:00.000","5","1167334.5085779147","1934714.0083465318","41.9764121429","-87.6600150821","
,  
(41.97641214294823, -87.66001508205365)"
"FOSTER AND BROADWAY","1113","1200 W FOSTER AVE","2024-11-26T00:00:00.000","3","1167357.0959307519","1934721.3932667768","41.9764319202","-87.659931806","
,  
(41.97643192018459, -87.65993180604016)"
"FOSTER AND NAGLE","1031","5200 N NAGLE","2024-11-26T00:00:00.000","15","1132529.6565582233","1934201.7020606506","41.9756856697","-87.7880204062","
,  
(41.97568566971868, -87.78802040620296)"
"FOSTER AND NORTHWEST HIGHWAY","3003","5616 W FOSTER AVE","2024-11-26T00:00:00.000","1","1137626.093281239","1934273.2391283342","41.9757914197","-87.7692768929","
,  
(41.975791419680704, -87.76927689293382)"
"FULLERTON AND NARRAGANSETT","1554","6400 W FULLERTON AVENU","2024-11-26T00:00:00.000","6","1133317.5944990586","1915293.6613059312","41.9237861887","-87.7855672056","
,  
(41.92378618871128, -87.78556720562165)"
"FULLERTON AND NARRAGANSETT","1553","6400 W FULLERTON AVENU","2024-11-26T00:00:00.000","1","1133317.5944990586","1915293.6613059312","41.9237861887","-87.7855672056","
,  
(41.92378618871128, -87.78556720562165)"
"HALSTED AND 95TH","2581","9500 S HALSTED STREET","2024-11-26T00:00:00.000","4","1172610.5383636453","1841811.6192620702","41.7213650608","-87.6433580423","
,  
(41.72136506078306, -87.64335804234075)"
